"Species","GeneID","GeneName","Elements","Citation(s) - DOI only","Closest species orthologs","Tissue","Comments","Primary/Inferred","Inferred from?","A.thaliana orthologs","M.truncatula orthologs","O.sativa orthologs","T.aestivumearly-release orthologs","Z.mays orthologs","G.max orthologs","S.bicolor orthologs","S.viridisearly-release orthologs","S.italica orthologs"
"O.sativa","LOC_Os01g03914","OsMTP9","Mn","10.1038/nplants.2015.170",NA,"Shoots",NA,"Primary","NA","AT1G16310,AT1G79520","Medtr2g064405,Medtr8g046550","LOC_Os01g03914","Traes_3AS_4988A011D","AC182482.3_FG003","Glyma.08G164800,Glyma.09G099500,Glyma.09G122600,Glyma.15G262300,Glyma.15G262400","Sobic.003G086300","Sevir.5G086900","Seita.5G088300"
"O.sativa","LOC_Os01g45990","AKT1","K","10.1093/jxb/erw103",NA,NA,NA,"Primary","NA","AT2G26650","Medtr4g113530","LOC_Os01g45990","Traes_3AL_D426C4603,Traes_3B_1795B9E0B,Traes_3DL_8D6F782B1","GRMZM2G022915,GRMZM2G171279","Glyma.05G010600,Glyma.17G118300","Sobic.003G237900","Sevir.5G252300","Seita.5G244400"
"O.sativa","LOC_Os02g06290","OsHAC4","As","10.1111/nph.14572",NA,"Seed",NA,"Primary","NA","","","LOC_Os02g06290","Traes_6AS_A137671B1,Traes_6DS_98585F07B","GRMZM2G303374","","Sobic.004G046400","Sevir.1G080600","Seita.1G082100"
"O.sativa","LOC_Os02g10290","OsHMA4","Cu","10.1038/ncomms12138",NA,"Roots,shoots,seeds",NA,"Primary","NA","","Medtr8g012390","LOC_Os02g10290","Traes_6AS_6F306F27E,Traes_6DS_26C5A0A44","GRMZM2G029951","Glyma.03G086000,Glyma.16G088300","Sobic.004G079900","Sevir.1G048900","Seita.1G049200"
"O.sativa","LOC_Os02g43370","OsYSL2","Fe,Mn","10.1111/j.1365-313X.2010.04158.x",NA,"Seeds",NA,"Primary","NA","","","LOC_Os02g43370","Traes_6DL_AA95B2246","","","","Sevir.1G258400","Seita.1G254100"
"O.sativa","LOC_Os02g43410","OsYSL15","Fe","10.1104/pp.109.135418",NA,"Roots,shoots,seeds",NA,"Primary","NA","","","LOC_Os02g43410","Traes_1AL_C6A0E255E,Traes_1BL_CA93E6359,Traes_1DL_7E5ED8683,Traes_6AL_E36FCEF64","GRMZM2G156599","","Sobic.004G299500,Sobic.004G299600","Sevir.1G258600","Seita.1G254300"
"O.sativa","LOC_Os02g53490","OsMTP8.2","Mn","10.1093/pcp/pcx082",NA,"Shoots,Roots",NA,"Primary","NA","","","LOC_Os02g53490","","GRMZM5G862882","","Sobic.004G315400","Sevir.1G343700","Seita.1G337100"
"O.sativa","LOC_Os03g12530","OsMTP8.1","Mn","10.1093/jxb/ert243",NA,"Shoots,Roots",NA,"Primary/Inferred","AT3G58060","AT3G58060","Medtr3g062610,Medtr5g075680","LOC_Os03g12530","Traes_4AS_B5D20D324,Traes_4DL_84BDB65D9","GRMZM2G118497","Glyma.03G146700","Sobic.001G445000","Sevir.9G482200","Seita.9G478600"
"O.sativa","LOC_Os03g18550","OsMIT","Fe","10.1038/ncomms1326",NA,"Shoots",NA,"Primary","NA","AT1G07030,AT2G30160","Medtr5g073040","LOC_Os03g18550","Traes_4DL_7B2F68152","GRMZM2G032182,GRMZM2G053908","Glyma.02G231200,Glyma.14G198800","Sobic.001G403700","Sevir.9G441600","Seita.9G437700"
"O.sativa","LOC_Os04g32920","OsHAK1","Cs","10.1093/pcp/pcx094",NA,"Shoots, seeds",NA,"Primary","NA","","","LOC_Os04g32920","Traes_2AL_987F244D2,Traes_2BL_D0C7517E1,Traes_4AL_FF208A87A,Traes_4DL_496B8485B","GRMZM2G093826","","Sobic.006G061300","Sevir.7G089700,Sevir.7G090200","Seita.7G082300,Seita.7G082700"
"O.sativa","LOC_Os04g38940","OsVIT1","Fe,Zn","10.1111/j.1365-313X.2012.05088.x","A.thaliana, T.aestivum","Shoots,seeds",NA,"Primary/Inferred","AT2G01770","AT2G01770","Medtr8g105790,Medtr8g105810","LOC_Os04g38940","Traes_2AL_A3A25F40E,Traes_2BL_54954138A,Traes_2DL_B37EC8078","GRMZM2G107306","Glyma.05G240600,Glyma.08G047500","Sobic.006G109000","Sevir.7G134800","Seita.7G126700"
"O.sativa","LOC_Os04g45860","OsYSL9","Fe","10.1007/s11103-017-0656-y",NA,"Shoots,seeds",NA,"Primary/Inferred","AT5G53550","AT5G24380,AT5G53550","Medtr0312s0020,Medtr1g007540,Medtr1g007580,Medtr3g092090","LOC_Os04g45860","Traes_2AL_CFCA01C76,Traes_2DL_131222AE2","GRMZM2G051179","Glyma.04G231900,Glyma.06G133000,Glyma.17G191300","Sobic.006G164200","Sevir.7G195100","Seita.7G185000"
"O.sativa","LOC_Os04g45900","OsYSL16","Cu","10.1105/tpc.112.103820",NA,"Roots,shoots,seeds",NA,"Primary/Inferred","AT5G53550","AT5G24380,AT5G53550","Medtr0312s0020,Medtr1g007540,Medtr1g007580,Medtr3g092090","LOC_Os04g45900","","GRMZM2G026391","Glyma.04G231900,Glyma.06G133000,Glyma.17G191300","Sobic.006G164300","Sevir.7G195200","Seita.7G185100"
"O.sativa","LOC_Os04g46940","OsHMA5","Cu","10.1104/pp.113.226225",NA,"Roots,shoots",NA,"Primary","NA","AT1G63440","Medtr5g010420,Medtr8g079250","LOC_Os04g46940","Traes_2AL_D0EABF355,Traes_2BL_19B3E60AA,Traes_2DL_51FF05F66","GRMZM2G143512","Glyma.01G219100,Glyma.19G140000","Sobic.006G173700","Sevir.7G205900","Seita.7G193900"
"O.sativa","LOC_Os04g52310","OsZIP3","Zn","10.1111/tpj.13005",NA,"Shoots",NA,"Primary","NA","AT3G12750","","LOC_Os04g52310","Traes_2BL_23F1C8743","GRMZM2G045849","","Sobic.006G212200","Sevir.7G245900","Seita.7G234300"
"O.sativa","LOC_Os04g52900","OsABCC1","As","10.1073/pnas.1414968111","A.thaliana","Seeds",NA,"Primary","NA","AT1G30400,AT2G34660","Medtr2g019020","LOC_Os04g52900","Traes_2AL_0A38A0EFC,Traes_2DL_5F40C7E14","GRMZM2G084181","Glyma.13G220000,Glyma.15G092400","Sobic.006G219300","Sevir.7G252600","Seita.7G241100"
"O.sativa","LOC_Os05g34290","OsPCS1*","As","10.1111/tpj.13612","Arabidopsis thaliana","Seeds","*Nomenclature used from Hayashi et al (2017 - 10.1111/tpj.13612)","Primary","NA","","","LOC_Os05g34290","","","","","",""
"O.sativa","LOC_Os05g39560","OsZIP5","Zn","10.1007/s11103-010-9637-0)",NA,"Leaf",NA,"Primary","NA","","","LOC_Os05g39560","","GRMZM2G047762","","Sobic.009G170500","Sevir.3G213300","Seita.3G208000"
"O.sativa","LOC_Os06g01260","OsPCS2*","As,Cd","10.1093/pcp/pcx114","Arabidopsis thaliana","Seeds","*Nomenclature used from Hayashi et al (2017 - 10.1111/tpj.13612)","Primary/Inferred","AT5G44070","AT1G03980,AT5G44070","Medtr7g097190","LOC_Os06g01260","Traes_4DL_A6F0CFF85","GRMZM2G091228","Glyma.03G165000,Glyma.19G166400","Sobic.003G024200","Sevir.5G144700","Seita.5G146200"
"O.sativa","LOC_Os06g48720","OsHMA2","Zn","10.1111/j.1365-3040.2012.02527.x",NA,"Shoots,Roots",NA,"Primary","NA","","","LOC_Os06g48720","Traes_7AL_78100D515","","","","",""
"O.sativa","LOC_Os07g01810","TPKb","K","10.1111/nph.13708",NA,"Leaf,root",NA,"Primary","NA","AT5G55630","Medtr5g095650","LOC_Os07g01810","Traes_4AL_BE405B578,Traes_4BS_61A38B6BA,Traes_4DS_BDB03ED9C","GRMZM2G351347","Glyma.02G299700,Glyma.14G014100","Sobic.005G114000","Sevir.8G124600","Seita.8G118200"
"O.sativa","LOC_Os07g12900","OsHMA3","Cd","10.1007/s11104-016-2812-6",NA,"Shoots,seeds",NA,"Primary/Inferred","AT2G19110,AT4G30110","AT2G19110,AT4G30110","Medtr2g036380,Medtr4g127580","LOC_Os07g12900","Traes_5BL_D6C3DC326","GRMZM2G175576","Glyma.09G055600,Glyma.13G099600,Glyma.17G060400","Sobic.002G083000","Sevir.2G092800,Sevir.2G093100","Seita.2G090300"
"O.sativa","LOC_Os08g04390","OsPRI1","Fe","10.1104/pp.17.00794",NA,"Shoots, roots",NA,"Primary","NA","AT1G51070,AT5G54680","Medtr2g082640,Medtr4g081370","LOC_Os08g04390","Traes_7DL_88B60203A","GRMZM2G017586,GRMZM2G093744","Glyma.06G266800,Glyma.12G136300,Glyma.12G214900,Glyma.13G286700","Sobic.007G033800","Sevir.6G068300","Seita.6G069500"
"O.sativa","LOC_Os08g10480","OsATX1","Cu","10.1104/pp.18.00425",NA,"Shoots, Roots, Seeds",NA,"Primary","NA","AT1G66240","Medtr1g092670","LOC_Os08g10480","Traes_7AL_4C5A18F7C,Traes_7DL_4B6FAFD6B","","Glyma.10G203200,Glyma.20G187100","Sobic.008G179500","Sevir.8G115200","Seita.8G110600"
"O.sativa","LOC_Os09g23300","OsVIT2","Fe,Zn","10.1111/j.1365-313X.2012.05088.x","A.thaliana, T.aestivum","Shoots,seeds",NA,"Primary/Inferred","AT2G01770","AT2G01770","Medtr8g105790,Medtr8g105810","LOC_Os09g23300","Traes_5BL_7CE3EDE29,Traes_5DL_DA6449AC6","GRMZM2G074672","Glyma.05G240600,Glyma.08G047500","Sobic.002G194600","Sevir.2G205200","Seita.2G197500"
"O.sativa","LOC_Os12g18410","OsMIR","Fe","10.1093/mp/ssp051",NA,"Shoots,Roots,Seeds",NA,"Primary","NA","","","LOC_Os12g18410","","","","","",""
"O.sativa","Os01g0689300","OsHRZ1","Fe","10.1038/ncomms3790",NA,"Shoots, seeds",NA,"Primary","NA","","","Os01g0689300","","","","","",""
"O.sativa","Os01g0861700","OsHORZ1","Fe","10.1038/ncomms3792",NA,"Shoots, seeds","Gene ID from RAPDB, with no matching ID at MSU","Primary","NA","","","Os01g0861700","","","","","",""
